ID_Cliente,Evasion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Servicio_Telefono,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Backup_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Iipo_Internet,Cuentas_Diarias
4795-Wrnvt,No,Femenino,0,No,No,40,Sí,No,Dsl,Sí,Sí,No,No,Sí,No,Mensual,No,Cheque Enviado,65.1,2586.0,Dsl,2.17
4797-Axpxk,Sí,Femenino,0,No,Sí,1,Sí,No,Dsl,Sí,Sí,No,Sí,No,No,Mensual,Yes,Cheque Electronico,60.0,60.0,Dsl,2.0
4797-Miwum,No,Masculino,0,Sí,Sí,7,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Transferencia Bancaria (Automática),20.25,174.7,No,0.68
4800-Czmpc,Sí,Femenino,0,Sí,Sí,48,Sí,Sí,Fibra Optica,Sí,Sí,No,No,Sí,Sí,Anual,Yes,Tarjeta De Crédito (Automático),103.25,5037.55,Fiber Optic,3.44
4800-Vhzki,Sí,Femenino,0,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Cheque Enviado,19.9,19.9,No,0.66
4801-Jzazl,No,Femenino,0,Sí,Sí,11,No,Sin Servicio De Teléfono,Dsl,Sí,No,No,No,No,No,Mensual,Yes,Cheque Electronico,29.6,346.45,Dsl,0.99
4801-Kfykl,No,Masculino,0,No,Sí,8,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Transferencia Bancaria (Automática),19.45,159.2,No,0.65
4803-Axvyp,Sí,Femenino,1,No,No,38,Sí,Sí,Fibra Optica,No,No,No,Sí,Sí,Sí,Mensual,Yes,Cheque Electronico,99.55,3734.25,Fiber Optic,3.32
4803-Lbypn,No,Masculino,0,Sí,Sí,34,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,20.8,635.9,No,0.69
4804-Ncpet,No,Masculino,0,Sí,Sí,19,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,20.2,387.4,No,0.67
4806-Dxqce,No,Femenino,1,Sí,No,70,Sí,Sí,Fibra Optica,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Cheque Electronico,113.65,7714.65,Fiber Optic,3.79
4806-Hipdw,Sí,Femenino,0,Sí,No,1,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,68.95,68.95,Fiber Optic,2.3
4806-Kexqr,Sí,Masculino,0,No,No,4,Sí,No,Fibra Optica,No,No,No,No,No,Sí,Mensual,Yes,Cheque Electronico,79.9,324.3,Fiber Optic,2.66
4807-Izyoz,No,Femenino,0,No,No,51,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),20.65,1020.75,No,0.69
4808-Ynleu,No,Femenino,0,Sí,No,35,Sí,No,Dsl,Sí,No,No,No,Sí,No,Anual,Yes,Transferencia Bancaria (Automática),62.15,2215.45,Dsl,2.07
4811-Jbuvu,No,Masculino,0,No,No,30,Sí,Sí,Fibra Optica,No,No,No,Sí,No,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),89.9,2723.15,Fiber Optic,3.0
4813-Hqmgz,No,Femenino,0,Sí,No,8,Sí,Sí,Fibra Optica,No,No,No,Sí,No,Sí,Mensual,Yes,Cheque Electronico,90.25,743.75,Fiber Optic,3.01
4815-Gbtcd,No,Femenino,0,Sí,No,4,No,Sin Servicio De Teléfono,Dsl,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,25.15,99.95,Dsl,0.84
4815-Tumeq,No,Femenino,0,No,No,10,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,Yes,Cheque Enviado,19.3,185.2,No,0.64
4815-Yosuk,No,Masculino,0,Sí,Sí,72,Sí,Sí,Fibra Optica,Sí,Sí,Sí,Sí,No,Sí,Anual,Yes,Tarjeta De Crédito (Automático),104.9,7537.5,Fiber Optic,3.5
4816-Jbhov,Sí,Masculino,1,No,No,2,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,44.7,93.7,Dsl,1.49
4816-Lxzyw,Sí,Femenino,0,No,No,23,Sí,Sí,Fibra Optica,No,Sí,No,No,No,No,Mensual,Yes,Cheque Electronico,79.15,1676.95,Fiber Optic,2.64
4816-Okwnx,No,Masculino,0,Sí,Sí,50,Sí,No,Fibra Optica,No,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Transferencia Bancaria (Automática),103.4,5236.4,Fiber Optic,3.45
4817-Keqsp,No,Femenino,0,Sí,Sí,71,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),19.85,1326.35,No,0.66
4817-Qrjsx,Sí,Femenino,0,No,No,10,Sí,Sí,Fibra Optica,No,Sí,No,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),81.0,818.05,Fiber Optic,2.7
4817-Vyyws,Sí,Femenino,0,No,No,30,Sí,Sí,Fibra Optica,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,100.2,2983.8,Fiber Optic,3.34
4818-Drbqt,Sí,Masculino,0,Sí,No,29,Sí,Sí,Fibra Optica,No,Sí,No,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),80.15,2265.25,Fiber Optic,2.67
4818-Qiufn,Sí,Femenino,1,No,No,20,Sí,Sí,Fibra Optica,Sí,No,No,No,No,No,Mensual,Yes,Cheque Electronico,79.15,1520.9,Fiber Optic,2.64
4819-Hjpiw,No,Masculino,0,No,No,18,No,Sin Servicio De Teléfono,Dsl,No,No,No,No,No,No,Mensual,No,Cheque Enviado,25.15,476.8,Dsl,0.84
4821-Sjhjv,No,Femenino,0,Sí,Sí,32,Sí,Sí,Fibra Optica,Sí,No,No,No,Sí,No,Mensual,No,Cheque Electronico,89.6,2901.8,Fiber Optic,2.99
4821-Wqoyn,No,Femenino,0,Sí,Sí,72,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Tarjeta De Crédito (Automático),20.1,1326.25,No,0.67
4822-Lptyj,No,Masculino,0,Sí,No,72,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),103.75,7346.2,Fiber Optic,3.46
4822-Ngoch,Sí,Femenino,0,No,No,13,Sí,Sí,Fibra Optica,No,Sí,Sí,No,No,No,Mensual,Yes,Cheque Electronico,84.45,1058.6,Fiber Optic,2.82
4822-Rvybb,Sí,Masculino,1,No,No,8,Sí,Sí,Fibra Optica,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque Electronico,100.6,819.4,Fiber Optic,3.35
4822-Ycxmx,Sí,Masculino,0,No,No,25,Sí,Sí,Fibra Optica,No,No,No,No,No,Sí,Mensual,Yes,Cheque Electronico,84.8,2043.45,Fiber Optic,2.83
4824-Gucby,No,Femenino,1,No,No,22,Sí,No,Fibra Optica,Sí,Sí,No,No,No,No,Mensual,No,Cheque Electronico,81.7,1820.9,Fiber Optic,2.72
4825-Furez,No,Masculino,0,Sí,No,42,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Electronico,20.25,835.5,No,0.68
4825-Xjgdm,No,Femenino,0,No,No,61,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,Sí,Sí,No,No,Anual,No,Tarjeta De Crédito (Automático),43.7,2696.55,Dsl,1.46
4826-Dxmup,No,Masculino,0,No,Sí,35,Sí,No,Dsl,No,No,No,Sí,Sí,Sí,Anual,Yes,Cheque Enviado,72.1,2495.15,Dsl,2.4
4826-Tzeva,No,Femenino,0,No,No,40,Sí,No,Fibra Optica,No,Sí,No,No,No,No,Mensual,No,Tarjeta De Crédito (Automático),74.8,2971.7,Fiber Optic,2.49
4826-Xtsoh,Sí,Masculino,1,Sí,No,1,Sí,Sí,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,86.05,86.05,Fiber Optic,2.87
4827-Dpadn,No,Femenino,0,Sí,Sí,72,Sí,Sí,Dsl,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),83.3,6042.7,Dsl,2.78
4827-Ltqrj,No,Femenino,1,Sí,Sí,66,Sí,Sí,Fibra Optica,Sí,Sí,No,Sí,Sí,Sí,Anual,Yes,Tarjeta De Crédito (Automático),110.6,7210.85,Fiber Optic,3.69
4827-Usjhp,No,Masculino,0,No,No,20,Sí,No,Dsl,No,Sí,No,No,No,No,Mensual,Yes,Cheque Enviado,51.8,1023.85,Dsl,1.73
4828-Fazpk,No,Femenino,0,Sí,Sí,16,Sí,Sí,Fibra Optica,No,Sí,No,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),79.95,1267.95,Fiber Optic,2.66
4829-Auoax,Sí,Femenino,0,No,No,46,Sí,Sí,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,No,Transferencia Bancaria (Automática),96.05,4399.5,Fiber Optic,3.2
4829-Zljtk,No,Femenino,1,Sí,No,72,Sí,Sí,Fibra Optica,Sí,Sí,Sí,No,Sí,Sí,Bienal,Yes,Cheque Electronico,112.4,8046.85,Fiber Optic,3.75
4830-Faxfm,No,Masculino,0,No,Sí,19,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Tarjeta De Crédito (Automático),24.1,439.2,No,0.8
4831-Eobfe,Sí,Masculino,0,Sí,Sí,29,Sí,No,Fibra Optica,Sí,No,No,No,Sí,Sí,Mensual,No,Tarjeta De Crédito (Automático),94.65,2649.15,Fiber Optic,3.16
4832-Vrbmr,No,Masculino,1,Sí,No,65,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Anual,Yes,Transferencia Bancaria (Automática),103.15,6792.45,Fiber Optic,3.44
4833-Qtjno,No,Masculino,1,Sí,No,67,Sí,Sí,Fibra Optica,Sí,Sí,No,No,No,No,Mensual,No,Transferencia Bancaria (Automática),83.85,5588.8,Fiber Optic,2.8
4835-Ysjmr,No,Masculino,0,No,No,39,Sí,No,Dsl,No,No,No,Sí,No,No,Bienal,Yes,Transferencia Bancaria (Automática),49.8,1971.15,Dsl,1.66
4836-Wnfno,No,Femenino,0,Sí,No,72,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),25.0,1849.2,No,0.83
4837-Pztic,No,Femenino,0,No,No,47,No,Sin Servicio De Teléfono,Dsl,Sí,No,Sí,Sí,No,No,Bienal,No,Cheque Enviado,41.9,1875.25,Dsl,1.4
4837-Qusft,No,Femenino,0,Sí,No,65,Sí,Sí,Fibra Optica,Sí,Sí,No,Sí,Sí,No,Anual,Yes,Transferencia Bancaria (Automática),100.15,6643.5,Fiber Optic,3.34
4840-Orqxb,No,Femenino,1,No,No,56,Sí,Sí,Fibra Optica,No,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque Electronico,104.75,5841.35,Fiber Optic,3.49
4844-Jjwuy,Sí,Femenino,1,No,No,1,Sí,No,Fibra Optica,No,Sí,No,No,No,Sí,Mensual,Yes,Cheque Electronico,86.0,86.0,Fiber Optic,2.87
4846-Whafz,Sí,Femenino,1,Sí,No,37,Sí,Sí,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,76.5,2868.15,Fiber Optic,2.55
4847-Qnoka,Sí,Femenino,0,No,No,1,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),44.9,44.9,Dsl,1.5
4847-Tajyi,No,Femenino,1,No,No,6,Sí,No,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,89.35,567.8,Fiber Optic,2.98
4849-Pyrlq,No,Femenino,1,No,No,56,Sí,Sí,Dsl,Sí,No,Sí,Sí,No,Sí,Bienal,No,Transferencia Bancaria (Automática),73.25,4054.2,Dsl,2.44
4851-Bqdnx,No,Masculino,0,Sí,Sí,40,Sí,No,Fibra Optica,No,No,Sí,No,Sí,No,Anual,Yes,Cheque Electronico,85.05,3355.65,Fiber Optic,2.84
4853-Oitsn,No,Masculino,0,Sí,No,5,Sí,Sí,Fibra Optica,Sí,No,No,No,No,Sí,Mensual,Yes,Cheque Electronico,89.15,413.25,Fiber Optic,2.97
4853-Rulsv,Sí,Masculino,0,No,No,70,Sí,Sí,Fibra Optica,Sí,No,No,Sí,Sí,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),104.0,7250.15,Fiber Optic,3.47
4854-Cidcf,No,Femenino,1,No,No,3,Sí,No,Fibra Optica,No,No,Sí,No,No,No,Mensual,No,Cheque Electronico,73.85,196.4,Fiber Optic,2.46
4854-Ssltn,No,Masculino,0,Sí,Sí,2,Sí,No,Dsl,Sí,Sí,No,Sí,No,No,Bienal,No,Cheque Enviado,59.5,130.5,Dsl,1.98
4855-Snkmy,Sí,Femenino,0,No,No,1,Sí,No,Dsl,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,44.1,44.1,Dsl,1.47
4859-Zsrdz,No,Femenino,0,Sí,Sí,58,No,Sin Servicio De Teléfono,Dsl,No,No,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),55.5,3166.9,Dsl,1.85
4860-Ijude,No,Masculino,0,No,No,13,Sí,No,Fibra Optica,Sí,No,No,No,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),73.75,956.65,Fiber Optic,2.46
4860-Yzgzm,No,Masculino,0,No,No,10,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Electronico,20.0,185.4,No,0.67
4868-Aadlv,No,Masculino,1,Sí,Sí,66,Sí,Sí,Fibra Optica,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Cheque Electronico,116.25,7862.25,Fiber Optic,3.88
4869-Epius,No,Masculino,0,Sí,No,56,Sí,No,Fibra Optica,No,No,No,No,No,Sí,Anual,Yes,Cheque Electronico,80.9,4557.5,Fiber Optic,2.7
4871-Jtkjf,Sí,Femenino,1,No,No,1,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Cheque Electronico,69.65,69.65,Fiber Optic,2.32
4872-Jcvca,No,Femenino,0,Sí,No,71,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,Sí,Sí,No,No,Bienal,Yes,Transferencia Bancaria (Automática),47.6,3377.8,Dsl,1.59
4872-Vxril,No,Masculino,0,No,No,56,Sí,Sí,Dsl,Sí,Sí,No,Sí,No,No,Anual,Yes,Transferencia Bancaria (Automática),64.65,3665.55,Dsl,2.16
4873-Ilolj,Sí,Masculino,0,No,No,24,Sí,No,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,90.35,2238.5,Fiber Optic,3.01
4877-Evatk,Sí,Masculino,0,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,20.0,20.0,No,0.67
4877-Tsoff,No,Femenino,0,Sí,Sí,55,Sí,Sí,Dsl,Sí,Sí,No,Sí,No,Sí,Anual,Yes,Transferencia Bancaria (Automática),75.75,4264.25,Dsl,2.52
4878-Bunfv,No,Masculino,0,Sí,Sí,42,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,20.7,828.85,No,0.69
4879-Gzlfh,No,Femenino,0,Sí,Sí,42,Sí,No,Fibra Optica,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque Electronico,92.15,3875.4,Fiber Optic,3.07
4881-Gqjtw,No,Masculino,0,No,No,14,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Tarjeta De Crédito (Automático),19.6,300.4,No,0.65
4881-Jvqod,No,Masculino,1,Sí,Sí,10,No,Sin Servicio De Teléfono,Dsl,No,No,No,No,No,Sí,Mensual,Yes,Transferencia Bancaria (Automática),34.55,362.6,Dsl,1.15
4883-Kcpzj,No,Femenino,0,Sí,Sí,22,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Tarjeta De Crédito (Automático),25.25,555.4,No,0.84
4883-Qicih,Sí,Masculino,0,Sí,Sí,32,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),69.75,2347.9,Fiber Optic,2.33
4884-Levmq,No,Masculino,0,Sí,No,39,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,Yes,Transferencia Bancaria (Automática),20.45,790.0,No,0.68
4884-Tvuqf,No,Femenino,1,No,No,57,Sí,Sí,Fibra Optica,Sí,No,Sí,Sí,No,Sí,Bienal,No,Tarjeta De Crédito (Automático),101.3,5779.6,Fiber Optic,3.38
4884-Zthvf,No,Femenino,1,No,No,8,Sí,No,Fibra Optica,No,Sí,No,No,Sí,No,Mensual,Yes,Cheque Electronico,87.1,713.6,Fiber Optic,2.9
4890-Vmuav,No,Masculino,0,No,No,63,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,No,No,Anual,No,Cheque Electronico,71.5,4576.3,Dsl,2.38
4891-Nluba,No,Femenino,0,Sí,Sí,61,No,Sin Servicio De Teléfono,Dsl,No,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia Bancaria (Automática),61.45,3751.15,Dsl,2.05
4892-Vlanz,Sí,Masculino,0,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.8,19.8,No,0.66
4893-Gyuju,No,Femenino,0,No,No,50,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,Yes,Cheque Enviado,19.35,1033.0,No,0.64
4895-Tmwir,Sí,Masculino,1,Sí,No,11,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.95,214.75,No,0.66
4896-Cprpf,No,Masculino,0,Sí,Sí,35,Sí,Sí,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Transferencia Bancaria (Automática),25.45,809.25,No,0.85
4897-Qsuyc,Sí,Femenino,0,No,No,1,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Cheque Enviado,20.15,20.15,No,0.67
4900-Msomt,No,Femenino,0,Sí,Sí,72,Sí,Sí,Dsl,Sí,Sí,Sí,Sí,Sí,No,Bienal,No,Transferencia Bancaria (Automática),80.2,5714.2,Dsl,2.67
4902-Ohlsk,Sí,Femenino,1,No,No,29,Sí,Sí,Fibra Optica,No,No,No,Sí,Sí,Sí,Mensual,No,Cheque Electronico,98.65,2862.75,Fiber Optic,3.29
4903-Cnozc,No,Masculino,0,No,No,29,Sí,Sí,Dsl,No,Sí,Sí,No,No,Sí,Anual,No,Tarjeta De Crédito (Automático),70.9,1964.6,Dsl,2.36
4903-Uyavb,Sí,Masculino,0,Sí,No,5,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,No,Cheque Enviado,19.35,126.05,No,0.64
4905-Jefdw,Sí,Masculino,0,No,No,11,No,Sin Servicio De Teléfono,Dsl,No,No,Sí,No,Sí,No,Anual,Yes,Cheque Electronico,41.6,470.6,Dsl,1.39
4906-Zhgpk,No,Masculino,0,Sí,Sí,54,Sí,Sí,Dsl,No,Sí,No,Sí,Sí,No,Anual,Yes,Cheque Electronico,70.7,3770.0,Dsl,2.36
4908-Xaxay,No,Femenino,1,No,No,49,Sí,No,Fibra Optica,No,Sí,Sí,No,No,Sí,Anual,Yes,Transferencia Bancaria (Automática),89.85,4287.2,Fiber Optic,2.99
4909-Joupp,No,Masculino,1,Sí,No,72,Sí,Sí,Fibra Optica,No,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta De Crédito (Automático),109.7,7898.45,Fiber Optic,3.66
4910-Aqffx,Sí,Masculino,0,Sí,Sí,9,Sí,Sí,Fibra Optica,No,No,Sí,No,No,No,Mensual,Yes,Transferencia Bancaria (Automática),79.35,661.25,Fiber Optic,2.64
4910-Gmjot,Sí,Femenino,0,No,No,1,Sí,Sí,Fibra Optica,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,94.6,94.6,Fiber Optic,3.15
4911-Banwh,Sí,Femenino,0,No,Sí,31,Sí,Sí,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Tarjeta De Crédito (Automático),86.55,2697.4,Fiber Optic,2.88
4912-Piguy,No,Femenino,0,No,No,1,Sí,Sí,Fibra Optica,No,No,No,No,Sí,No,Mensual,Yes,Cheque Electronico,84.6,84.6,Fiber Optic,2.82
4913-Ehyui,Sí,Masculino,1,Sí,Sí,56,Sí,Sí,Fibra Optica,Sí,No,Sí,No,Sí,Sí,Anual,Yes,Transferencia Bancaria (Automática),104.55,5794.65,Fiber Optic,3.48
4915-Bfsxl,No,Masculino,0,Sí,Sí,70,Sí,Sí,Dsl,Sí,No,Sí,No,Sí,No,Bienal,No,Tarjeta De Crédito (Automático),68.95,4858.7,Dsl,2.3
4918-Fyjnt,No,Femenino,1,Sí,No,55,Sí,Sí,Fibra Optica,No,Sí,Sí,Sí,No,No,Mensual,No,Cheque Electronico,90.45,5044.8,Fiber Optic,3.02
4918-Qlliw,Sí,Masculino,0,No,No,3,Sí,No,Dsl,No,No,No,No,Sí,No,Mensual,No,Tarjeta De Crédito (Automático),53.4,188.7,Dsl,1.78
4919-Ikaty,Sí,Masculino,0,Sí,Sí,5,Sí,Sí,Fibra Optica,Sí,No,Sí,No,No,No,Mensual,Yes,Cheque Electronico,84.5,453.75,Fiber Optic,2.82
4919-Moavt,Sí,Masculino,0,No,Sí,3,Sí,No,Fibra Optica,No,No,No,No,No,No,Mensual,No,Cheque Electronico,69.65,220.1,Fiber Optic,2.32
4922-Cvpdx,No,Femenino,0,Sí,No,26,Sí,No,Dsl,No,Sí,Sí,No,Sí,Sí,Bienal,Yes,Tarjeta De Crédito (Automático),73.5,1905.7,Dsl,2.45
4923-Adwxj,No,Femenino,0,No,No,25,Sí,No,Dsl,No,Sí,No,Sí,No,Sí,Mensual,Yes,Transferencia Bancaria (Automática),65.8,1679.65,Dsl,2.19
4925-Lmhok,Sí,Masculino,0,No,No,15,Sí,Sí,Dsl,No,Sí,No,Sí,No,No,Mensual,Yes,Tarjeta De Crédito (Automático),58.6,939.7,Dsl,1.95
4926-Umjzd,No,Femenino,0,Sí,No,31,Sí,No,Dsl,No,No,No,Sí,No,No,Mensual,Yes,Cheque Enviado,49.2,1498.55,Dsl,1.64
4927-Wwooz,No,Masculino,0,Sí,No,2,Sí,Sí,Fibra Optica,No,No,Sí,No,Sí,No,Mensual,Yes,Cheque Electronico,91.45,171.45,Fiber Optic,3.05
4929-Bstrx,Sí,Femenino,0,No,No,1,Sí,No,Dsl,No,No,No,No,Sí,No,Mensual,Yes,Cheque Enviado,53.55,53.55,Dsl,1.78
4929-Roart,No,Masculino,0,No,No,18,Sí,Sí,Dsl,Sí,No,No,No,No,No,Mensual,No,Cheque Enviado,56.25,969.85,Dsl,1.88
4929-Xihvw,No,Masculino,1,Sí,No,2,Sí,No,Fibra Optica,No,No,Sí,No,Sí,Sí,Mensual,Yes,Tarjeta De Crédito (Automático),95.5,181.65,Fiber Optic,3.18
4931-Trzwn,No,Femenino,0,No,No,13,Sí,No,Dsl,Sí,No,No,No,Sí,Sí,Mensual,Yes,Cheque Electronico,71.95,923.85,Dsl,2.4
4933-Bsaip,No,Femenino,0,Sí,No,40,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Bienal,No,Cheque Enviado,19.1,780.1,No,0.64
4933-Ikulf,No,Femenino,1,No,No,17,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Anual,No,Cheque Enviado,20.65,330.6,No,0.69
4936-Ypjnk,No,Femenino,0,No,No,10,Sí,No,Sin Servicio,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Sin Servicio De Internet,Mensual,Yes,Cheque Enviado,19.9,199.45,No,0.66
4937-Qpzpo,No,Masculino,0,Sí,Sí,61,Sí,Sí,Fibra Optica,No,No,Sí,No,Sí,Sí,Anual,Yes,Cheque Electronico,99.9,6241.35,Fiber Optic,3.33
4939-Kyypy,No,Masculino,0,No,No,27,Sí,Sí,Dsl,No,No,Sí,Sí,No,No,Mensual,No,Cheque Electronico,59.45,1611.65,Dsl,1.98
4940-Khcwd,No,Femenino,0,Sí,No,60,No,Sin Servicio De Teléfono,Dsl,Sí,Sí,No,Sí,No,No,Bienal,No,Transferencia Bancaria (Automática),37.7,2288.7,Dsl,1.26
